,index,Job Title,Salary Estimate,,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,size1,size2,state
2934,3252,People Analytics Data Scientist,$111K,$175K ,3.7,"Applied Materials
3.7","Santa Clara, CA","Santa Clara, CA",10000+ employees,1967,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1,-1,10000+ employees,, CA
2935,3253,AI Scientist,$111K,$175K ,3.9,"Electronic Arts
3.9","Redwood City, CA","Redwood City, CA",5001 to 10000 employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD),"Riot Games, Google, Activision Blizzard",-1,5001,10000, CA
2936,3254,"Data Scientist, SBG",$111K,$175K ,4.5,"Facebook
4.5","Menlo Park, CA","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",-1,10000+ employees,, CA
2937,3255,Senior Data Scientist (San Jose OR Austin),$111K,$175K ,4.5,"CDK
4.5","San Jose, CA","Latina, Italy",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,Unknown,, CA
2938,3256,Cloud Data Engineer Internship (Remote),$111K,$175K ,3.9,"Pluto7
3.9","San Jose, CA","Milpitas, CA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,51,200, CA
2939,3257,SMART Platform Lab Data Scientist,$111K,$175K ,3.4,"NTT DATA
3.4","Palo Alto, CA","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",-1,10000+ employees,, CA
2940,3258,Applied Data Scientist,$111K,$175K ,3.6,"eBay
3.6","San Jose, CA","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",-1,10000+ employees,, CA
2941,3259,Sr. Data Software Engineer,$111K,$175K ,3.6,"eBay
3.6","San Jose, CA","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",-1,10000+ employees,, CA
2942,3260,Senior Data Analyst,$111K,$175K ,3.2,"Enjoy Technology
3.2","Palo Alto, CA","Palo Alto, CA",1001 to 5000 employees,2014,Company - Private,Consumer Electronics & Appliances Stores,Retail,Unknown / Non-Applicable,"Amazon, Best Buy, Apple",TRUE,1001,5000, CA
2943,3261,"Machine Learning Engineer, Planner/Behavior Prediction",$111K,$175K ,4.4,"Nuro
4.4","Mountain View, CA","Mountain View, CA",201 to 500 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,201,500, CA
2944,3262,Data Analyst,$111K,$175K ,3.5,"LTI
3.5","San Jose, CA","Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",-1,10000+ employees,, CA
2945,3263,"Senior Manager, Data Analytics and Insights",$111K,$175K ,4.8,"Course Hero
4.8","Redwood City, CA","Redwood City, CA",201 to 500 employees,2006,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,"Chegg, StudyBlue",TRUE,201,500, CA
2946,3264,Data Science Engineer,$111K,$175K ,4.1,"Dtex Systems
4.1","San Jose, CA","San Jose, CA",51 to 200 employees,2002,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),"ObserveIT, Forcepoint",-1,51,200, CA
2947,3265,Applied Scientist,$111K,$175K ,3.9,"Amazon
3.9","East Palo Alto, CA","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,10000+ employees,, CA
2948,3266,"Data Scientist - Analytics, Trust & Safety",$111K,$175K ,3.8,"ByteDance
3.8","Mountain View, CA","Beijing, China",10000+ employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,10000+ employees,, CA
2949,3267,Lead Senior Data Scientist,$111K,$175K ,3.4,"The Trade Desk
3.4","San Jose, CA","Ventura, CA",1001 to 5000 employees,2009,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE,1001,5000, CA
2950,3268,"Scientist I, Formulation",$111K,$175K ,3.4,"Kelly
3.4","Pleasanton, CA","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",-1,5001,10000, CA
2951,3272,Stats Cat (Founding Statistician / Data Scientist),$150K,$237K ,-1,"Lightup Data, Inc.","Mountain View, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, CA
2952,3273,Sr. Data Scientist II,$150K,$237K ,3.2,"Shutterfly
3.2","Redwood City, CA","Redwood City, CA",1001 to 5000 employees,1999,Company - Private,Internet,Information Technology,$1 to $2 billion (USD),"Snapfish, Vistaprint, Minted",-1,1001,5000, CA
2953,3274,"Data Scientist, Operations Data Science",$150K,$237K ,4.4,"Google
4.4","Mountain View, CA","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",-1,10000+ employees,, CA
2954,3275,"AI/ML - Machine Learning Engineer, Siri Search",$150K,$237K ,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
2955,3276,Machine Learning Scientist,$150K,$237K ,-1,Stride Search,"Sunnyvale, CA","Westlake Village, CA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,1,50, CA
2956,3277,Machine Learning Engineer - Think Tank Team,$150K,$237K ,3.5,"Samsung Research America
3.5","Mountain View, CA","Mountain View, CA",1001 to 5000 employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",TRUE,1001,5000, CA
2957,3278,Scientist,$150K,$237K ,2.3,"Karius
2.3","Redwood City, CA","Redwood City, CA",51 to 200 employees,2014,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,51,200, CA
2958,3279,Data Scientist (2 Year Fixed Term),$150K,$237K ,4.2,"Stanford University School of Medicine
4.2","Stanford, CA","Stanford, CA",5001 to 10000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1,5001,10000, CA
2959,3280,Senior Decision Scientist-,$150K,$237K ,3.4,"Venmo
3.4","San Jose, CA","New York, NY",51 to 200 employees,2009,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable,"Square, Early Warning Services",-1,51,200, CA
2960,3281,Sr. Data Analyst - Growth & Adoption,$150K,$237K ,3.9,"Risk Management Solutions (RMS)
3.9","Newark, CA","Newark, CA",1001 to 5000 employees,1989,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"AIR Worldwide, EQECAT, Verisk Analytics",-1,1001,5000, CA
2961,3282,Senior Data Engineer,$150K,$237K ,4.3,"Entefy
4.3","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,1,50, CA
2962,3283,Autonomous Driving Data Engineer/Scientist,$150K,$237K ,3.9,"Lucid Motors
3.9","Newark, CA","Newark, CA",1001 to 5000 employees,2007,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,-1,1001,5000, CA
2963,3284,"Data Scientist, ML",$150K,$237K ,4.2,"CyberCoders
4.2","Mountain View, CA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,201,500, CA
2964,3285,Data Engineer/Scientist,$150K,$237K ,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
2965,3286,Bioinformatics Data Scientist,$150K,$237K ,5,"twoXAR
5.0","Mountain View, CA","Palo Alto, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,1,50, CA
2966,3287,Sr. Data Scientist - Marketing Analytics,$150K,$237K ,4.8,"Zoom
4.8","San Jose, CA","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,1001,5000, CA
2967,3288,DATA Scientist,$150K,$237K ,4.5,"Frontend Arts
4.5","San Jose, CA","Irving, TX",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,-1,1,50, CA
2968,3289,Senior or Staff Data Scientist,$150K,$237K ,3.5,"GRAIL
3.5","Menlo Park, CA","Menlo Park, CA",201 to 500 employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,201,500, CA
2969,3290,Principal Data Scientist- Public Sector,$150K,$237K ,3.7,"IBM
3.7","San Jose, CA","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,10000+ employees,, CA
2970,3291,"Data Scientist, Applied Machine Learning - Bay",$150K,$237K ,3.3,"Tempus
3.3","Redwood City, CA","Washington, DC",51 to 200 employees,1999,Company - Private,Financial Transaction Processing,Finance,$1 to $2 billion (USD),-1,-1,51,200, CA
2971,3292,"Data Scientist, FEAR",$150K,$237K ,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
2972,3293,Data Analyst,$150K,$237K ,3.8,"IntraEdge
3.8","Menlo Park, CA","Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,501,1000, CA
2973,3294,Quantum Principal Data Scientist (Industrial-Process sector),$150K,$237K ,3.7,"IBM
3.7","San Jose, CA","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,10000+ employees,, CA
2974,3295,Data Scientist / Data Engineer,$150K,$237K ,4.1,"IntelliPro Group Inc.
4.1","Redwood City, CA","Santa Clara, CA",201 to 500 employees,-1,Company - Private,-1,-1,$10 to $25 million (USD),-1,-1,201,500, CA
2975,3296,"Senior Data Scientist, Education",$150K,$237K ,3.4,"Chan Zuckerberg Initiative
3.4","Redwood City, CA","Redwood City, CA",201 to 500 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Bill & Melinda Gates Foundation,-1,201,500, CA
2976,3297,Principal Data Scientist,$150K,$237K ,4.3,"Box
4.3","Redwood City, CA","Redwood City, CA",1001 to 5000 employees,2005,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD),-1,TRUE,1001,5000, CA
2977,3298,Data Analyst,$150K,$237K ,4,"LeanData
4.0","Santa Clara, CA","Sunnyvale, CA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1,51,200, CA
2978,3299,Machine Learning Scientist I,$150K,$237K ,4.7,"Intelligence Communications and Engineering
4.7","Livermore, CA","Sierra Vista, AZ",51 to 200 employees,2007,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),-1,-1,51,200, CA
2979,3300,Machine Learning Research Scientist,$150K,$237K ,3.7,"Hologic
3.7","Santa Clara, CA","Marlborough, MA",5001 to 10000 employees,1985,Company - Public,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"GE Healthcare, Illumina, Boston Scientific",-1,5001,10000, CA
2980,3303,Diagnostic Research Scientist,$200K,$250K,3.9,"Amazon
3.9","San Jose, CA","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,10000+ employees,, CA
2981,3304,Data Analyst,$200K,$250K,5,"Staffigo Technical Services, LLC
5.0","San Jose, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,51,200, CA
2982,3305,Senior HR Data Analyst,$200K,$250K,4.6,"NVIDIA
4.6","Santa Clara, CA","Santa Clara, CA",10000+ employees,1993,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1,-1,10000+ employees,, CA
2983,3306,"Machine Learning Engineer, TikTok Ads Integrity",$200K,$250K,3.8,"TikTok
3.8","Mountain View, CA","Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,1001,5000, CA
2984,3307,Data Analyst,$200K,$250K,4.1,"IntelliPro Group Inc.
4.1","San Jose, CA","Santa Clara, CA",201 to 500 employees,-1,Company - Private,-1,-1,$10 to $25 million (USD),-1,-1,201,500, CA
2985,3308,Quantum Data Scientist (Industrial-Process sector),$200K,$250K,3.7,"IBM
3.7","San Jose, CA","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,10000+ employees,, CA
2986,3309,Staff Data Engineer,$200K,$250K,3.4,"Edelman Financial Engines
3.4","Santa Clara, CA","Sunnyvale, CA",1001 to 5000 employees,1986,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1,1001,5000, CA
2987,3310,Senior Data Scientist,$200K,$250K,3.9,"PayPal
3.9","San Jose, CA","San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",-1,10000+ employees,, CA
2988,3312,"Marketing Data Scientist, gTech Professional Services",$200K,$250K,4.4,"Google
4.4","Mountain View, CA","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",-1,10000+ employees,, CA
2989,3313,"Data Scientist, Ad Platforms/Data Insights",$200K,$250K,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
2990,3314,Research Scientist,$200K,$250K,4.3,"Carbon3D
4.3","Redwood City, CA","Redwood City, CA",201 to 500 employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,201,500, CA
2991,3315,Sr. Data Scientist - Platform Manipulation,$200K,$250K,4,"Twitter
4.0","Sunnyvale, CA","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Facebook, Google, Pinterest",-1,1001,5000, CA
2992,3316,"Data Scientist, Machine Learning",$200K,$250K,4.5,"Facebook
4.5","Fremont, CA","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",-1,10000+ employees,, CA
2993,3317,Data Science Developer,$200K,$250K,3.6,"Signature Consultants
3.6","Redwood City, CA","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,1001,5000, CA
2994,3318,Data Scientist Machine Learning at Google,$200K,$250K,4.2,"Scopus IT
4.2","Redwood City, CA","New York, NY",1 to 50 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,-1,1,50, CA
2995,3319,NLP Data Scientist,$200K,$250K,4.5,"Aisera
4.5","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,51,200, CA
2996,3320,"AI/ML - Machine Learning Engineer, Advanced Development",$200K,$250K,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
2997,3321,Staff Software Engineer - Data Platform,$200K,$250K,4.5,"Strivr
4.5","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,51,200, CA
2998,3322,Data science researcher,$200K,$250K,3.9,"PayPal
3.9","San Jose, CA","San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",-1,10000+ employees,, CA
2999,3323,"Community Data Manager, Single-Cell Biology",$200K,$250K,3.4,"Chan Zuckerberg Initiative
3.4","Redwood City, CA","Redwood City, CA",201 to 500 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Bill & Melinda Gates Foundation,-1,201,500, CA
3000,3324,Principal Data Scientist-Recommendation Systems,$200K,$250K,3.6,"Appen
3.6","Sunnyvale, CA","Sydney, Australia",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$50 to $100 million (USD),-1,-1,1001,5000, CA
3001,3325,"Senior/Staff Software Engineer, Data Infrastructure",$200K,$250K,3.1,"Earnin
3.1","Palo Alto, CA","Palo Alto, CA",201 to 500 employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,TRUE,201,500, CA
3002,3326,Data Scientist Technical Lead,$200K,$250K,4.4,"Google
4.4","Mountain View, CA","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",-1,10000+ employees,, CA
3003,3327,"Data Scientist, Gateway Analytics (Novi)",$200K,$250K,4.5,"Facebook
4.5","Menlo Park, CA","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",-1,10000+ employees,, CA
3004,3328,Sr. Data Scientist/Analyst,$200K,$250K,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
3005,3329,Data Analyst,$200K,$250K,3.9,"Accounting Principals
3.9","San Jose, CA","Jacksonville, FL",501 to 1000 employees,1994,Company - Public,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,501,1000, CA
3006,3330,"Senior Data Scientist, Machine Learning",$200K,$250K,4.4,"Atlassian
4.4","Mountain View, CA","Sydney, Australia",1001 to 5000 employees,2002,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,GitHub,-1,1001,5000, CA
3007,3331,"Data Scientist, Engineering",$200K,$250K,4.4,"Google
4.4","Mountain View, CA","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",-1,10000+ employees,, CA
